id,keyword,text,target,RoBERTa,Accuracy,
419,catastrophe,3 border patrol agents have committed suicide in the last 3 weeks. A total of 14 have committed suicide in 2022. Mayorkas' border catastrophe has devastated the morale of the brave law enforcement officers guarding our nation. Disgrace.',1,1,1,
420,catastrophe,"Now theyâ€™re finally awake to the Zero Covid catastrophe in China, the BBC, Sly News, CNN and C4 should apologise for their demonisation of the brave freedom fighters who marched against lockdowns in the UK and the West. They were not conspiracy theorists, they were right.'",0,1,0,
421,catastrophe,Explosion des prix de lâ€™Ã©nergie : les artisans craignent que cette hausse brutale ne les conduisent Ã  la ruine.  Rappelons que ce sont bien les choix de ce gouvernement(fermetures de rÃ©acteurs nuclÃ©aires + sanctions sur le gaz russe) qui ont conduit Ã  cette catastrophe ! @CNEWS  https://t.co/3y9DeZPous',1,1,1,
422,catastrophe,Based journalist drops truth nuke on Maricopa County Supervisors Board after Election Day catastropheâ€” STOP and WATCH THIS.  WOW.    https://t.co/QYCQGOtLrv',0,0,1,
423,catastrophe,"When global sea ice dropped sharply 10 years ago, there was no end of stories of the coming climate catastrophe. But the more recent dramatic recovery in sea ice has gone strangely unmentioned and ignored.  https://t.co/NkkaXcrE88'",0,1,0,
424,catastrophic,"listen, if we want cars that catch fire and run over children we have to just live with the catastrophic mismanagement of a social media platform'",0,0,1,
425,catastrophic,"'Global warming' has been catastrophic for United Nations' credibility - because it didn't happen. It was all about money, power, influence &amp; trust - the UN failed at everything else. Human society, for all its failings, can't affect the flow of climate cycles &amp; seasonal weather.  https://t.co/qidr8ApFzH'",1,1,1,
426,collapsed,the bora world collapsed that day   https://t.co/2UQS0lby9k',1,1,1,
427,collapsed,Spezia want â‚¬15/20m to sell Jakub Kiwior in 2023 as there are many clubs interested in Serie A. Spezia hope to keep Kiwior at least until June. âšªï¸ðŸ‡µðŸ‡± #transfers   West Ham approached Spezia to sign Kiwior last summer but deal collapsed as he was untouchable.  https://t.co/8xKRyDBsGm',0,0,1,
428,collapsed,"A guide dog named Roselle led a group of people, including her blind owner, down 78 flights of stairs before the North Tower collapsed on 9/11.  She only stopped to give kisses to a woman who was having a panic attack.  https://t.co/i6guHD205o'",1,1,1,
429,collapsed,"whenever people pull the ""this is why Weimar collapsed"" bullshit, remind them that Hitler was a pedo  https://t.co/8lID26aWLq'",0,0,1,
430,collapsed,Also Breaking from WSJ: Elizabeth Holmesâ€™ plans to cure death derailed when her healthcare empire collapsed.  https://t.co/ZXT6XjuMPk',0,0,1,
431,collapsed,â–ªï¸The birthrates have mysteriously collapsed and nobody knows why.  â–ªï¸Excess mortality is now higher than during the pandemic.  â–ªï¸Young people are suddenly dying from heart attacks.  â–ªï¸Scotland reported a 123% increase in newborn deaths in September last year.  This isn't normal.',0,1,0,
432,collapsed,"If we combine atrocious fiscal decline with grand and pervasive corruption and the level of incompetence of public leadership to such generalized poverty, we will end up a completely collapsed state, thrown back to state of nature.'",0,0,1,
433,collapsed,"(Gordon ramsay chewing out a restaurant owner over his old expired ingredients) And where the fuck does this door lead? If I see a- (inside is a vast chamber. The cavern ceiling is collapsed, a stream of water drips down as moonlight illuminates an ancient tree) oh for fucks sake'",0,0,1,
434,collapsed,The contemptible â¦@Jeremy_Huntâ© . The economy collapsed and prices skyrocketed on their watch. Apparently the â€˜fixâ€™ is for us to change our behaviour. #draintheswamp  https://t.co/aMvOQ5Fl5u',0,0,1,
435,collapsed,"One more good performance for Sofyan Amrabat with Morocco, after great first part of the season with Fiorentina â€” as there are many clubs tracking him for summer 2023. ðŸ‡²ðŸ‡¦ #Qatar2022  He was one step away from joining Tottenham last year, Conte wanted Amrabat but deal collapsed.  https://t.co/6MnMbcII8A'",0,0,1,
436,collapsed,"Russians are now piling up on the ill-fated mobiks from Serpuhkov that ran from Makiivka, putting all the blame on them for leaving the positions. There's a widespread agreement they need to be punished severely as their retreat almost collapsed the frontline.  https://t.co/ffC4kt5Zgi'",1,1,1,
437,collapsed,"Nikol Pashinyan refused to sign a declaration following the Collective Security Treaty Organization (CSTO) summit.  In fact, it means that the CSTO has collapsed completely.  Putin dropped his pen, Lukashenko is shocked.  https://t.co/lqPwusW4Gi'",0,0,1,
438,collapsed,I havenâ€™t seen this mentioned bluntly enough. The legal aid asylum sector had collapsed. The asylum process is *only* designed to work for people with lawyers. More than half of migrants cannot get a lawyer. The largest legal aid provider for asylum wonâ€™t even act in appeals.',0,0,1,
439,collapsed,"Actually the collapsed wall was for a specific reason. Will and I learned all this tap dancing.  For months we trained. And suddenly, weâ€™re shooting on a damn cobblestone street. So I pitched the idea of a wall collapsing, which would give us a surface we could tap dance on.'",0,0,1,
440,collapsed,"for the low price of $11.99 you can buy BURIED STARS, a psychological murder mystery game about idols trapped inside a collapsed stage (link below)  https://t.co/GzwtY9ROC5'",0,0,1,
441,collapsed,Direct evidence of the decline in VC investment volumes: the unicorn birthrate has collapsed.  https://t.co/DcrbnzVJdH',0,0,1,
442,collapsed,world collapsed  https://t.co/MmlqDrZIWN',0,1,0,
443,collapsed,i just collapsed to the ground  https://t.co/tfwMKrS2cS',0,0,1,
444,collapsed,@piersmorgan Only issue is they've been planning this sale since the Super League collapsed before Ronaldo even signed',0,0,1,
445,collapsed,"URGENT: My new Substack, about the near-disaster an American Airlines regional jet suffered in Chicago on Saturday night when its pilot collapsed and could not be revived seconds after takeoff  https://t.co/OpkqymRp76'",1,1,1,
446,collide,Terrible situation. Two planes collide during an Air Show at Dallas Executive Airport  https://t.co/fyJ0AIjdAr',1,1,1,
447,collide,Terrible situation. Two planes collide during an Air Show at Dallas Executive Airport ðŸ˜³ðŸ˜”ðŸ‘€  https://t.co/thokohgJzw',1,1,1,
448,collide,NOW - B-17 bomber and a smaller plane collide at Dallas airshow.  https://t.co/BmJgnxBnrb',1,1,1,
449,collide,"BREAKING: 2 planes, including a B-17 Flying Fortress, collide at Dallas airshow  https://t.co/hdieiJuqvX'",1,1,1,
450,collision,ðŸš‘ Yasser Al Shahrani suffered broken jaw and internal bleeding after the horrific collision with the goalkeeper during Argentina match.  facial reconstruction ordered and will be flying to Germany for the operation in MBS pvt jet.   Get well soon Yasser! All the best! â¤ï¸  https://t.co/8dqnDUz15z',0,0,1,
451,collision,"As Rahul Gandhi is marching on with a padyatra of 3570 KMs, let's not confuse it with a fact that it's not the first time he's on ground for common issues. He had collision with govt machinery &amp; police many a times.  A must read &amp; share #THREAD which DEBUNKS lot of thingsðŸ‘‡; 1/n  https://t.co/mN76uH92We'",0,0,1,
452,collision,Yasir Al Shahrani appeared to gesture that he was okay as he was stretchered off which is a relief. Horrible collision ðŸ˜¢',0,1,0,
453,collision,An Illinois man who plead guilty to felony charges for his role in the Jan 6th attack has been charged with first degree murder for driving drunk and killing a woman in a wrong-way car collision.',1,1,1,
454,collision,"#BREAKING: New angle of the mid-air collision obtained by @WFAA shows B-17 and other aircraft flying formations at #WingsOverDallas at 1:21p today, when it was hit by a P-63 and fell to the ground over the airfield at Dallas Executive Airport (RBD).  https://t.co/6NAS93b3re'",1,1,1,
455,collision,Holy shit. There was a mid-air collision between 2 planes at an air show in Dallas.',1,1,1,
456,collision,Midair collision between a P-51 and B-17 over Dallas Airport during air show. #Dallas   https://t.co/7tvvvDZ011',1,1,1,
457,collision,Another video shows the mid-air collision in Dallas. No word on the conditions of those on board  https://t.co/kWTOPd07t1',1,1,1,
458,collision,"âš ï¸ GRAPHIC VIDEO: A mid-air collision involving two planes near the Dallas Executive Airport, today. The accident took place during the Wings Over Dallas WWII Airshow at 1:25 p.m., according to Dallas Fire-Rescue. A @FOX4 viewer took this video. @FOX4 is working for more details.  https://t.co/jdA6Cpb9Ot'",1,1,1,
459,collision,New video shows mid-air collision at Dallas airshow  https://t.co/cukNT99yAX',1,1,1,
460,collision,BREAKING: Mid-air collision between two planes at an airshow in Dallas',1,1,1,
461,collision,"Woah, scary scene here in Buffalo where there was nearly a head on collision   https://t.co/qYA6V4vRp5'",1,1,1,
462,crash,A reminder of what the prime minister was doing shortly before the 2008 crash  https://t.co/VMWG8FC63z',0,0,1,
463,crash,Banks are over leveraged $200 quadrillion trillion dollars in cross-asset metaverse derivative quadratic equation option fibonacci bonds. A crash is imminent &amp; the economic fallout will be horrific.',0,0,1,
464,crash,Here's video from a motorcyclist of that fatal crash that happened in Malibu on Nov 14.  https://t.co/Mf6bUNGZYL',1,1,1,
465,crash,"@nojumper It is a crash that happened in Gravina, Malibu. The driver that hit the truck ended up dying the driver in the truck and motorcycle ended up with injury but are ok.  https://t.co/wh1J7Kcyvs'",1,1,1,
466,crash,Banks are over leveraged $2 quadrillion dollars in derivatives. A crash is imminent &amp; the economic fallout will be horrific.  https://t.co/otdM11RuND',0,0,1,
467,crash,"In 2012, a multinational team of television studios staged an airplane crash near Mexicali, Mexico to measure the seats with the highest likelihood of survival.  https://t.co/v6RUDcDjNX'",0,1,0,
468,crash,"After the downing of the Ukrainian plane (#ps752), the mullahs' regime tried to clean up the crash site, and now they are trying to clean up the traces of their crimes against the people of #Iran.  be careful #MahsaAmini  @UN_HRC  @UNHumanRights  @cnn @FoxNews  @Reuters  @dwnews'",0,1,0,
469,crash,"If it wasn't for the #FTX crash, BTC would be at $30k+ right now.'",0,1,0,
470,crash,"A good friend of mine lost her husband Tuesday in a helicopter crash. He was only 41 years old. Four beautiful children. Today at his memorial service, I watched her lift her hands to the Lord and sing, â€œAll my life You have been faithful. All my life You have been so, so good.â€'",1,1,1,
471,crash,"wake up babe, new pokemon crash just dropped  https://t.co/teVLlnZrPv'",0,0,1,
472,crash,"Last week the Media said Twitter was going to crash  Since then, dozens of accounts including Trumpâ€™s were reinstated, amnesty for banned accounts was announced &amp; theyâ€™re making fighting child exploitation on the platform a priority  Elon Musk is objectively making Twitter better'",0,0,1,
473,crash,Trump legal team: MAL is a totally secure place where we can be trusted to store classified records.  Trump PR team: Security at MAL is so lax that a raving white supremacist can just crash Trump's dinner party with Ye.',0,0,1,
474,crash,Startups by length of name   6 letters: legitimate business 5 letters: overvalued but fine  4 letters: grift and crash  3 letters: straight up fraud',0,0,1,
475,crash,@Tuson2litt can you please delete this that is my sister that died in a metra train crash plate and this is really disrespectful',0,1,0,
476,crash,"@elonmusk @WSJmarkets Sam counterfeited billions in tokens via securities fraud, inflated that by billions more via accounting fraud, seized billions from customers via banking fraud, corrupted the establishment with the dirty money, then panic sold billions in stolen #bitcoin to crash the market.'",0,0,1,
477,crashed,"@putasinghonit I canâ€™t even laugh, i crashed the car within the first 15 seconds and was charged by the driving instructor to the point that i wasnâ€™t allowed to pursue my license for another 3 years ðŸ˜­'",0,0,1,
478,crashed,"It was not an accident or a coincidence why a red wave crashed across New York in 2022, while also missing so much of the rest of the country.'",1,1,1,
479,crashed,"My wife was out for the evening, so tried on one of her dresses and make up as you do. Problem is i got through a bottle of whisky, crashed out on the sofa. My wife packed her bags &amp; left me the very next day. Gutted she took the dress though.'",0,0,1,
480,crashed,@greg_price11 Donald Trump did more for Israel &amp; the Jewish people than any President in modern American history.  Itâ€™s a disgrace that Con Inc media &amp; Swamp creatures like McConnell are suggesting that Trump is â€œanti-Semiticâ€ because some guy Trump didnâ€™t even know crashed a dinner.',0,0,1,
481,crashed,"Context: to get a nuke in WZ2 you need to have 5 wins a row, then start the nuke contract in game 6  9 hours in Nade, Sym, Tim and Karma were on a 4 game win streak and Nadeâ€™s game crashed on the 5th  They ended up completing it anyway, but without Karma since his game crashed  https://t.co/uug7RDQcAr'",0,0,1,
482,crashed,Normalize saying I love you to your friends. Normalize saying long live the walls we crashed through to your friends. Normalize when a band of thieves in ripped up jeans got to rule the world. Normalize saying I had the time of my life fighting dragons with you to your friends.',0,0,1,
483,crashed,"Nigeria crashed from $3 billion monthly Oil Revenue under the so-called Corrupt Dr. Goodluck Ebele Jonathan, to ZERO $0 under Saint Muhammadu Buhari. Mrs Aisha Buhari consumed everything?  https://t.co/3OMsaUYJUE'",0,0,1,
484,crashed,Letterboxd has crashed due to too many people liking the same 3.5 star review of FABELMANS that just says â€œthey oughta call him david lunch cuz he ate ðŸ˜³â€',0,0,1,
485,crashed,"Wow at this photo: A small plane crashed into power lines in Maryland, resulting in more than 17,000 without power'",1,1,1,
486,curfew,since i crashed i have a curfew and can only stay out till 8 my dad is off a perc,0,0,1,
487,curfew,I don't have a bedtime but my brother has a curfew so that's pretty much my bedtime,0,0,1,
488,curfew,I was planning to swim at night for the view but then they said the curfew was 6pm for pool ðŸ¤¡ naur my quiz ends at 6pm. Guess i'll actually review inside my mind while swimming,0,0,1,
489,curfew,"If I didn't have a curfew, I'd prolly be dead by the creek",0,0,1,
490,curfew,My curfew for social media is 10:30 pm central..I usually just read here and catch up on whatever I missed at this hour... But this pic is too beautiful to not comment -- OMG xo â™¥ï¸,0,0,1,
491,curfew,"I really donâ€™t have a curfew per say, but my mom sure knows how to get me home immediately. ðŸ¥¹ðŸ¥¹  https://t.co/oHLnJ5usON",0,0,1,
492,curfew,Ok so curfew at 7. Now what? Youâ€™ll fine parents thousands of dollars. What happens when that fine canâ€™t be paid? More incarceration?,0,0,1,
493,curfew,Damn like a citywide curfew??,0,0,1,
494,curfew,"Why restrict adults', asks HC on petition against hostel curfew at Kozhikode medical college  https://t.co/KfIQWzxNOH #Kerala #KozhikodeMedicalCollege",0,0,1,
495,curfew,"Godhra, curfew, terrorism, riots have dominated the election campaign in place of education, healthcare, price-rise, unemployment, poverty, hunger etc.  Thank you, Narendra Modi!",1,1,1,
496,cyclone,Eager to get going': Cyclones bounce back in dominant fashion over SIUE - Iowa State Daily  https://t.co/eYibIFnfiY  https://t.co/Iq8PC4BqAL,0,0,1,
497,cyclone,â€œThank you Brooklyn!â€ â¤ï¸! @brooklynpaper   Former Cyclones assistant manager Gary Perone inducted into New York Baseball Hall of Fame â€¢ Brooklyn Paper  https://t.co/WO4slgHneJ,0,0,1,
498,cyclone,"Heh, it's gonna take a little more wind than that to form a cyclone! ðŸ”Ž",0,1,0,
499,cyclone,The Cyclones bounced back from a loss after a superior 93-43 win over SIUE.  https://t.co/rZV169oaiO,0,0,1,
500,cyclone,Disputes Tribunal throws out $5k damages claim raised after cyclone blows shed intoÂ car  https://t.co/B7GnpxDHdG,1,1,1,
501,cyclone,Girls Basketball (Varsity) Score Posted - St. Albert Saintes defeat Harlan Community Cyclones 55-53.  https://t.co/QutiyT8BuU  https://t.co/y7Oabwl0mk,0,0,1,
502,cyclone,High-quality cyclone dust collector for the specialised output #CarbonFilters #FumeExtractionSystem #DuctworkSystems #IndustrialExtractionSystem #CycloneDustCollectorNz #BaghouseDustCollectors #IndustrialCycloneDustCollectorNz   https://t.co/i11rhCIJAq,0,0,1,
503,cyclone,#Wetlands work as major Carbon Sink reducing #GlobalWarming. Stop your MIC @JibanSa31100844 from filling up of #Wetland 'Ukiler Bheri'. @SuvenduWB @DilipGhoshBJP  @AmitShah  #Kolkata to face twin impacts and heat and frequentÂ cyclones says @IPCC_CH  report  https://t.co/vvGAfehmPk,1,1,1,
504,cyclone,Strongest Arctic cyclone on record led to surprising loss of sea ice â€”Â ScienceDaily  https://t.co/VfaNsjBlOD,1,1,1,
505,cyclone,"@PaulHBeckwith , There's a massive low pressure cyclone right over the Emperor island chain in the N Pacific. Remember when you questioned hurricane Sandy approaching NY about earth quakes and water weight as 1"" of water on an acre is just over  113 tons.  https://t.co/MbZ3gQgQti",1,1,1,
506,damage,"I'm a Christian, so I will ask the waiter: So, what's the damage.",0,0,1,
507,damage,not the damage control,0,0,1,
508,damage,damage calculator for gen 9 is up and running lets go,0,0,1,
509,damage,My healing is very violent. I heel after beating cussing and doing some damage to the person. Thatâ€™s why I always suggest to play with something safe or they mamas not me  ðŸ¤£ðŸ¤£ðŸ¤£ðŸ¤£,0,0,1,
510,damage,THEY SAID I GOT NERVE DAMAGE GIVE ME PERCS,0,0,1,
511,damage,It ain't brain fog. It is SARS-Cov-2 Associated Neurocognitive Decline (SAND) and we are not moving fast enough. https://t.co/3EUbCkSue6,0,0,1,
512,damage,My request is to disqualify #ImranKhan immediately before he manages to damage #Pakistan any more than he already has.,0,0,1,
513,damage,i understand that deposits need to be high to *actually* cover damage if it happens but a $2.5k deposit on a $35 lens rental seemsâ€¦crazy to me?,0,0,1,
514,damage,I donâ€™t like people getting damage from storms but I have to admit that I love this weather,0,1,0,
515,damage,"TORNADO  Mag: NA From: WFO BMX Location: 3 NE AKRON, AL Time: 1001 PM  LT on 11/29/2022 Source: EMERGENCY MNGR Remarks: Numerous trees down and damage to residences in the akron area. tds seen on radar.  #ALwx",1,1,1,
516,danger,"This time, Iâ€™ll be the one to rescue my friend from danger!",0,0,1,
517,danger,"I told you Michiru-chan was in dangerâ€¦I see youâ€™re wondering why I didnâ€™t just rescue Michiru-chan, arenâ€™t you?",0,1,0,
518,danger,"Power is vicious, but she doesn't love to fight. She's all about surviving. A  As soon as they're in danger and she gets hit, she lays on the floor and play dead.   Power is hilarious #chainsawman",0,0,1,
519,danger,i never had the courage of my convictions   as long as danger is near,0,0,1,
520,danger,Avoiding Danger on the Hunt (Hunting: Pursuing Wild Game!) XQTAX7U   https://t.co/tT81BQyrHs  https://t.co/VtPKpd2i1c,0,0,1,
521,danger,"Iâ€™m sure about clown â€œpublic health officialsâ€, cause theyâ€™re either corrupt or stupid, but If one â€œDoctorâ€ says scientific debate is going to cause â€œmore deathsâ€, then heâ€™s a real danger to patients and should never have been licensed! #washingtonpostmisinformation",1,0,0,
522,danger,Please vote for #keerthi she is in Danger Zone! Missed calls to 7288877601 ðŸ“ž She deserves to stayâ¤ï¸â¤ï¸ #BiggBossTelugu6  https://t.co/rK5XUs1a7S,0,0,1,
523,danger,Business Day (Nigeria) - Nigeria in danger as subsidy drains FX income #TomorrowsPapersToday #FrontPage #frontpagestoday  #Nigeria  https://t.co/1pcKrJ2DIq,1,0,0,
524,danger,"no, it doesn't save lives, it prolongs the war, gives false hope, and puts Ukrainian lives in gave danger. truly conceptualize the meaning of demilitarization, that's what's happening to Ukraine. every bullet, vest and helmet brings false hope. #Artemovsk #Bakhmut",1,1,1,
525,danger,"ICT issues Grassland Fire Danger (RFD) at Nov 29, 10:36 PM CST  https://t.co/WRftPCOJEg",1,1,1,
526,dead,Subtilty and Height is not the walking dead. So ØŸ? Ù†Ù…Ø´Û’  ðŸ”¹W77ðŸ”¹ ðŸ”¹W77ðŸ”¹ ðŸ”¹W77ðŸ”¹,0,0,1,
527,dead,im dead,0,0,1,
528,dead,"Please stop interacting with ally on social media until she apologizes, she talking crazy about a dead man who brought her up from nothing",0,0,1,
529,dead,my macbook charger stopped working and i need to pay all my bills by tomorrow night.  but i don't know the passwords to any of the accounts because they're all saved on my dead ass computer ðŸ™ƒ,0,0,1,
530,dead,Not someone getting offended over Drop Dead Gorgeous ðŸ™„,0,0,1,
531,dead,you alr know that gun devil woulda been dead in seconds ong ðŸ’€ðŸ’€ðŸ’¯ðŸ’¯,0,0,1,
532,dead,BREAKING: Police in Grand Bahama are presently investigating a homicide that left a man dead.  The incident reportedly occurred shortly before 11:00pm in the area of Forbisher Drive and Hearne Lane.     This is a developing story.  https://t.co/uFpFVOL3t5,1,1,1,
533,dead,Mother of N.B. man found dead has message for premier: 'Your province is in crisis'  https://t.co/MXiXEpKbqR,1,1,1,
534,death,"Once @Netflix_PH rolls out their ad-supported tier, it will be the sad, but well-deserved death of free tv in the country.",0,0,1,
535,death,"The @ELCA on the death penalty â€œDespite attempts to provide legal safeguards, the death penalty has not been and cannot be made fair. The race of the victim plays a role in who is sentenced to death and who is sentenced to life imprisonment,as do the gender, race, mental capacity",0,0,1,
536,death,"tonight, Kevin Johnson became the 17th person murdered by a state this year  just 19 years old when the crime occurred. a court appointed special prosecutor sought to vacate his death sentence bc his trial was â€œinfected with racismâ€  #deathpenalty",1,1,1,
537,death,"Adoptive Mother, Grandparents Accused in Girlâ€™s Death Remain Held WithoutÂ Bail  https://t.co/aX0raRT6mZ",1,1,1,
538,death,Its been 48 hours since a bunch of people in China were burned to death insideÂ tâ€¦  https://t.co/Omrha00sJC,1,1,1,
539,death,; â”€â”€â”€I do not fear death. I fear only that my rage will fade over time.,0,0,1,
540,death,The greatest challenge we face is adapting to  death,0,0,1,
541,death,"The death toll continues to climb around Camp Forlorn Hope, where Legion raiding parties are still chipping away at the NCR's hold south of the Dam",1,1,1,
542,death,This man knowing how to cook every damn thing is literally the death of me,0,0,1,
543,death,"We know Morty has weird morality now. He's been messed up by the universe and by Rick. When he saw the note, how it so harshly pointed at Jerry as the cause, he probably felt that Jerry had to pay for it somehow. That Jerry deserved punishment for his role in pissmasters death.",0,0,1,
544,death,People exist to save themselves. You will understand that at the moment of your death.,0,0,1,
545,deaths,the number of deaths we can't see  https://t.co/A5jsVutML6,0,1,0,
546,deaths,"Error at UK Covid testing lab might have led to 23 deaths, say experts  https://t.co/Ac1ic9b0ZR",1,1,1,
547,deaths,ðŸ™„ She will help aid and abet their deaths!,0,0,1,
548,debris,"The first anniversary of the 2021 tornados are right around the corner, and two local organizations have collaborated to turn something tragic into something celebrated with a star Christmas tree-topper made from tornado debris.  https://t.co/bRRVK6ojhz",0,1,0,
549,debris,"It's glit edged, glamorous and sleek by design, you known It's jealous by nature, false and unkind, Its hard and restrained, and It's totally cool, It touches and It teases, as you stumble in the debris",0,0,1,
550,debris,"Hawaii's Mauna Loa, world's largest active volcano, starts to erupt, sending volcanic ash and debris nearby - ABC7 Los Angeles  https://t.co/94asoNrfof",1,1,1,
551,debris,ZAK THE POOL MINDER Hands Free Pool Skimmer | Continually Captures Floating Debris | Eliminates Need to Manually Skim Pool by LWH93CE   https://t.co/fmutQjbuXh  https://t.co/hZ6piHFG1V,0,0,1,
552,debris,"A helicopter JUST crashed into my neighbours house. Rescue workers have managed to rescue the pilot, he is in a stable condition in the hospital Thank God! Rescue services are still sorting through the debris, it was right next to a school yard.  #news #crash #rescue  https://t.co/3MAeRPIyK2",1,1,1,
553,debris,"This is a large, SIGNIFICANT tornado moving through northern Hale County approaching Moundville, AL. That blue dot I've circled is debris that is being lofted from Earth well up into the sky - pieces of houses, trees, buildings. Classic Tornadic Debris Signature!  https://t.co/NWSchIx1Qy",1,1,1,
554,debris,"Leaf blowers aren't just handy in autumn.  When leaves, grass clippings or other debris find their way on to your yard or driveway, a leaf blower is the fastest and most efficient tool for the job.  https://t.co/8fyhvFwSr9",0,0,1,
555,debris,An elderly woman was crushed to death after a 70-year-old building collapsed and her body was retrieved from the debris after five hours struggle in Karur on Tuesday.  #BuildingCollapse #Karur #TamilNadu  https://t.co/VO1Dn3tww1,1,1,1,
556,debris,"Rinsing rice before you cook it may seem like a pointless step, but itâ€™s satisfying once you see how clear the water rinses after the 3rd rinse. It also gets rid of the extra starch, reduces arsenic, and any other debris that could have got into it. Plus it cooks fluffierðŸ¥°",0,0,1,
557,debris,"One door closes, another crashes open.  Sometimes, we absolutely should NOT cry over what is lost. Beneath all that heavy debris - all that accumulated bullshit - there is fucking MAGIC.  Embellish in the magic, and toss out all of that fucking debris while you're at it.",0,0,1,
558,deluge,"Texas rancher overwhelmed by deluge of criminal aliens, trash   https://t.co/zHYgJ1u2E1",1,1,1,
559,deluge,"Prince Harry &amp; Duchess Meghan of Sussex, were subjected to a deluge of online threats when they lived in the Uk &amp; the threats were credible, the quantity &amp; tenor of the content would have left the former Meghan Markle feeling â€œunder threat all of the time""  https://t.co/uCNaELvK3C",0,0,1,
560,deluge,"Top story: Boxship charter market could see a deluge of sub-let surplus tonnage - The Loadstar  https://t.co/ecSiMKz7uz, see more  https://t.co/kl8i14BGCF",0,0,1,
561,deluge,You guys in the DIY gun community are the best. I'm often disillusioned and on the outside and feel like you guys think Atlas Arms is old news. But who else will ever come drown our common internet enemies in a deluge of likes and comments. Heartwarming.,0,0,1,
562,deluge,The Great Deluge: Australia's new era of unnatural disasters\\ Climate C...  https://t.co/7alI4g9QeT via @YouTube  #ClimateCrisis demand #ClimateAction #SDG13,1,1,1,
563,deluge,"2022 will be remembered as the year of the Great Deluge, when record- breaking rain and floods lashed large parts of Eastern Australia, causing untold devastation for Australians and the economy, says the Climate Council.  #Australia #NatCAT    https://t.co/tecsMvuKDk",1,1,1,
564,deluge,"Great thread . For anyone who worked in the organisation. And yes, nostalgic , you will just have to bear with it . There will be a deluge . And rightfully so, it feels just HORRIBLE!",0,0,1,
565,deluge,@elonmusk why are you allowing this deluge of bots?,0,0,1,
566,deluge,"""When you know who you are; when your mission is clear and you burn with the inner fire of unbreakable will; no cold can touch your heart; no deluge can dampen your purpose."" Chief Seattle  #WednesdayMotivation #wednesdaythought",0,0,1,
567,deluge,Watching #QueenSugar tonight in #Georgia is a joy.  The deluge  of political ads?â€¦.. not so much.  #GeorgiaRunoff  https://t.co/wiuXdeoTNf,0,0,1,
568,deluged,Northland deluged by wettest November on record  https://t.co/bNiZciIojw,1,1,1,
569,deluged,Invergowrie deluged after flood scheme scrapped. Parts flooded days after @PerthandKinross scrapped villageâ€™s flood management scheme. Floodwaters came close to properties where one resident said the council had â€œtotally ignoredâ€ them. #CTLRusingClimateÂ£s  https://t.co/v1ydUrl3uA,1,1,1,
570,deluged,Weird how when a Red Scare juggalo communist quote tweets your account you end up deluged with junkies and peasants in the notifications.,0,0,1,
571,deluged,The true meaning of Christmas is being deluged with entreaties from the nonprofit industrial complex to get the tax deductible giving in before the end of the year,0,0,1,
572,deluged,"The Michelle Obama of The Light We Carry has seen the arenas and book sales, is deluged with letters asking for existential advice and appears comfortable with her status as all-purpose idol, offering guidance from her perch as empath-in-chief.   https://t.co/CTfOzJ1YS2",0,0,1,
573,deluged,"My new Instagram profile is currently deluged by romance scammers in the DMs, just like the old days of Twitter. Almost makes me a bit nostalgic ðŸ˜‚",0,0,1,
574,deluged," https://t.co/khVpwRNLqp Garforth Working Men's Club, once named by a national newspaper as Britain's best, say they have been deluged with worried drinkers eager to know if the shutters are coming down for good.",0,0,1,
575,deluged,I'm being deluged yet again with requests for donations to foreign children's charities. I'll willingly contribute when there's one for contraception.,0,0,1,
576,deluged,GOP congressman deluged with angry responses over Club Q tweet -  https://t.co/8NdMTUS6ZU  https://t.co/RjiHAmv1qG,0,0,1,
577,demolish,There are so many anime men that I would let absolutely demolish my guts  https://t.co/cV1h1rLbUC,0,0,1,
578,demolish,"Ambedkar concludes that Gita is neither a book of religion nor a book of philosophy.Â The intent behind writing Bhagavad Gita was to defend certain dogmas of religion on philosophical grounds. Ambedkar, the lawyer, goes on to demolish these dogmas one by one.",0,0,1,
579,demolish,"Madhya Pradesh: In Indore, ""If you want to live here, you will have to accept Isà¥¤Î±m.""  Otherwise, We will demolish your House &amp; build a Tomb (Mazar) on it.""  Shah Rukh Khan, Javed &amp; Aziz threaten the Hindu family.   Transformed Bharat @News18MP @BJP4MP @CPMGMP  https://t.co/x5OHiIXvea",0,0,1,
580,demolish,They must demolish the stadiums after the World Cup and build churches,0,0,1,
581,demolish,"#Obidientprayersmovement2022. Psalm 5:12. FATHER, In the name of JESUS,because of the oppression of the poor and sighing of the needy in Nigeria, Arise,fight,demolish  every oppressor and every person fighting against the victory of Obi/Datti as the president of FRN in 2023.",0,0,1,
582,demolish,a man w a carribean accent can literally demolish my life,0,0,1,
583,demolish,"We want to sing the love of  danger, pleasure,  and rashness. We want to demolish the man at the wheel, feverish sleeplessness, the double march,",0,0,1,
584,demolish,"Israeli occupation bulldozers demolish two Palestinian-owned homes in Al-Duyuk Al-Tahta village, west of Jericho, in the occupied West Bank.  #IsraeliApartheid  https://t.co/pbn2cXKP6h",1,1,1,
585,demolish,#Hindutva terrorist groups are not satisfied with the vandalism of #churches &amp; persecution of #Christians in #India that recently such a group has held a fundraiser #Texas to demolish #churches in #India &amp; by force reconvert non-Hindus to Hinduism. This group should be jailed. ðŸ‘‡,1,1,1,
